scenario_id,parking_id,lot_name,locality_name,demand_score,revenue_score,competition_score,strategic_fit_score,feasibility_score,attractiveness_score,acquisition_score,expected_monthly_platform_revenue_inr,adjusted_onboarding_cost_inr,segment_code,rank_overall,base_rank,rank_change_vs_base,score_change_vs_base
1,45,OSM Parking way-80414548,Karol Bagh,51.322172403868464,84.76070857102447,29.42910349792475,64.50439793426938,64.53721399730821,59.619828327936204,60.357436178342,251315.65026736568,230500.0,ACQUIRE_NOW,24,24,0,0.0
1,42,OSM Parking way-1386957479,Karol Bagh,70.11332988616556,46.80802908175695,47.869676300099194,58.59877760163739,69.48091309421672,57.30149920182281,59.12841128568189,29554.42335537625,57000.0,ACQUIRE_NOW,25,25,0,0.0
1,9,OSM Parking node-928559229,Connaught Place,75.13225479354617,61.00457499218652,20.82945249597423,55.903605412831226,58.66362728873311,58.000916320507415,58.10032296574127,52002.78517351368,93000.0,ACQUIRE_NOW,26,26,0,0.0
1,85,OSM Parking way-1435149349,Golf Course Road,35.051889157763185,45.878214929819826,92.59394223043812,59.09654564699649,86.60169184290031,52.63375724870484,57.72894743783416,29519.002410028148,58500.0,ACQUIRE_NOW,27,27,0,0.0
1,5,OSM Parking way-1306327526,Connaught Place,80.16765723811618,54.5801607485699,18.270407260350503,59.19932571793815,54.49763695803328,58.018585065083094,57.49044284902562,39515.1258743894,61500.0,PURSUE,28,28,0,0.0
1,10,Gurudwara Bangla Sahib Parking Gate No 2,Connaught Place,62.56865235869486,37.22577344025786,56.58687472255453,86.01751018313519,41.88091309421672,58.19729035708986,55.749833767658885,19787.028072433874,57000.0,PURSUE,29,29,0,0.0
1,83,OSM Parking way-1433732982,Golf Course Road,30.51963874667961,70.57725284506041,66.60394223043812,64.71322370954908,57.56722054380665,54.703270266196554,55.132862807838066,94153.25677622668,140000.0,ACQUIRE_NOW,30,30,0,0.0
1,44,OSM Parking way-1386957481,Karol Bagh,58.62939942242583,60.52672423538395,53.9996763000992,59.4541155925863,26.36983060427027,58.51596431703125,53.6940442601171,44053.97741394524,112000.0,PURSUE,31,31,0,0.0
1,40,Shamshan Ghat Parking,Rajouri Garden,38.85182823582255,51.672932538521366,86.17665783809252,58.1645738301028,48.79596142038685,54.38231335953695,53.54436056866443,47071.42713214486,92000.0,PURSUE,32,32,0,0.0
1,50,OSM Parking way-1289814788,Karol Bagh,65.44111873863201,31.380554320735317,61.1833800038029,72.5098689419321,36.704984894259816,55.91936652192198,53.037209277772654,12970.836761895762,98000.0,PURSUE,33,33,0,0.0
1,11,Parliament Visitor Parking,Connaught Place,38.15855652609858,47.26435183808807,18.48591511936339,87.63531890117801,82.55434874539,46.096282376979765,51.5649923322413,34230.64299751469,50500.0,DEVELOP,34,34,0,0.0
1,34,OSM Parking way-1305711567,Dwarka Sector 21,34.57087286074559,37.47085482499262,95.5,65.02928814724912,46.41876324039474,51.55102210183435,50.78118327261841,23663.969130316385,104500.0,PURSUE,35,35,0,0.0
1,118,Sector -12 Court Parking,Faridabad Sector 15,28.84687932542555,60.61207983923609,54.59289555920646,65.67874523688232,56.66022880215343,49.23274103158823,50.34686419717301,78078.56994045262,179500.0,PURSUE,36,36,0,0.0
1,49,OSM Parking way-463710736,Karol Bagh,78.16209407470151,21.53582895809929,51.25189852232142,53.20511886631607,38.74368710177162,52.354280082624584,50.312691135496635,9808.514630353162,99000.0,PURSUE,37,37,0,0.0
1,101,OSM Parking way-71656926,Noida Sector 62,23.11180041973354,51.18961356725912,81.11581424157968,48.79475862921605,70.3343327247665,46.13826993924024,49.76767935706917,49849.64943429537,142500.0,DEVELOP,38,38,0,0.0
1,20,OSM Parking way-454514534,Nehru Place,61.60374118078423,44.219467994149035,21.966679954380776,59.67927532757821,51.58392367026792,49.156332523607496,49.52047119560656,26518.41957855657,46000.0,PURSUE,39,39,0,0.0
1,104,OSM Parking node-7151184473,Noida Sector 62,36.64172294836256,47.92065845134002,46.06222736081141,66.03043054699755,61.32761097534694,46.80774139237072,48.98572182981715,42658.704539493345,143500.0,ACQUIRE_NOW,40,40,0,0.0
1,86,OSM Parking way-144272815,Golf Course Road,29.796456478329706,36.185121107142926,67.01516435966221,56.97370669422071,77.37625206865285,43.03946809219656,48.18998568866501,17176.436010730722,46000.0,DEVELOP,41,41,0,0.0
1,75,OSM Parking way-1217765675,Sector 29 Gurugram,10.191878853787792,60.51412575359576,58.558169127100655,66.2158075442423,74.0730124871408,43.414343053219675,48.013143468307845,79142.91452312631,161500.0,DEVELOP,42,42,0,0.0
1,99,OSM Parking way-1514695589,Noida Sector 18,29.114297667594037,43.46065704622947,67.10219555232379,54.79792345565807,63.813681368502806,44.56996636827396,47.45652361830828,32083.56932597485,100000.0,DEVELOP,43,43,0,0.0
1,120,OSM Parking way-153527300,Faridabad Sector 15,16.83775923998316,48.19174275285552,73.7962288925398,57.64979150241513,66.774946021884,43.31313708170832,46.832408422734666,34977.59549798011,86000.0,DEVELOP,44,44,0,0.0
1,84,OSM Parking way-1313204367,Golf Course Road,9.921633146519287,53.2367944889881,85.92727556377146,70.42120685564808,46.579811574697175,46.75054226954793,46.72493266532031,59277.14115638957,270000.0,PURSUE,45,45,0,0.0
1,72,OSM Parking way-224348146,Sector 29 Gurugram,27.191762276720752,55.36118926596424,46.005410513289206,61.89807964112135,56.27866837715963,44.92158767372808,46.6251497792428,57931.74125314318,141000.0,AVOID,46,46,0,0.0
1,102,OSM Parking way-71656927,Noida Sector 62,26.656075744264648,45.40754733531048,73.15661984849525,40.817474870605984,64.71128620396613,42.87626325290847,46.15151669556712,29273.710603584168,60000.0,DEVELOP,47,47,0,0.0
1,31,DLF South Court Parking,Saket,28.146348386171013,43.36054241439907,43.58566722930849,61.32608847391759,73.1184393716988,41.2009452646294,45.9885693806898,34048.13523179583,80000.0,DEVELOP,48,48,0,0.0
1,26,OSM Parking way-633000310,Saket,24.423494121859584,52.693506829129014,54.72912150805304,31.851923713947265,79.71574018126888,39.39715497310609,45.444942754330505,53621.93362651155,143500.0,DEVELOP,49,49,0,0.0
1,33,OSM Parking way-1534261317,Dwarka Sector 21,21.33977291629675,33.80985183515807,95.5,67.20854741699077,40.69383876909565,46.18903170144372,45.364752761591504,20742.190488121603,92500.0,AVOID,50,50,0,0.0
1,48,OSM Parking way-80418116,Karol Bagh,79.75488973442346,27.603488272881577,32.63869164780797,47.993261041395,14.781117824773414,50.496625755209266,45.13929956564389,10037.362378033253,83500.0,PURSUE,51,51,0,0.0
1,68,OSM Parking way-1093273472,DLF Cyber City,19.64328715538016,65.15639295947265,31.637505269296476,32.147520582148374,87.26315085816056,37.352750899057575,44.839310892923024,89145.1909939636,104500.0,DEVELOP,52,52,0,0.0
1,53,OSM Parking way-202800243,Lajpat Nagar,10.928245787562936,34.478674902772056,59.950391180519006,77.1038961377848,76.64034119048684,38.18386536436173,43.95233673828049,20485.98660682517,87500.0,DEVELOP,53,53,0,0.0
1,36,OSM Parking way-1436470011,Rajouri Garden,35.37456543487069,35.45969792632512,49.95981459994284,49.23332310480009,62.30619335347432,40.419135020886976,43.702193770775075,20738.482628815913,71500.0,DEVELOP,54,54,0,0.0
1,47,OSM Parking way-1460536295,Karol Bagh,48.038766208971275,27.340568782346335,52.34467135698334,66.12700039220792,30.15251369275372,45.90296802430194,43.54039987456971,12946.36558895132,83000.0,AVOID,55,55,0,0.0
1,90,MSIL Material Gate,Udyog Vihar,25.52511700522063,53.75040013898237,49.558894027478075,34.57822030610591,62.17076716016151,39.6655321015875,43.0413173603736,55968.29620242446,167500.0,DEVELOP,56,56,0,0.0
1,23,OSM Parking way-239641077,Saket,21.41325868691867,44.25002914105078,49.258743846622544,21.994727219013505,95.5337164186994,33.14647711903965,42.504563013988616,31078.237134922125,57500.0,DEVELOP,57,57,0,0.0
1,29,OSM Parking way-1385319902,Saket,35.405725312697015,44.38058423748591,40.29564911309307,47.73233386300454,50.202675322140585,41.08360129364144,42.45146239791631,29702.47704860198,86500.0,AVOID,58,58,0,0.0
1,56,OSM Parking way-1200970626,Lajpat Nagar,22.513651791748092,28.928983771283665,54.29745407787697,77.19014217434427,57.914263844217736,39.65821284491592,42.39662049481119,15594.692034311876,97000.0,DEVELOP,59,59,0,0.0
1,117,OSM Parking way-1256890554,Faridabad Sector 15,24.065899415962477,26.385801052476612,95.5,54.36204467430363,38.22589526415731,42.70061975182758,42.02941107867704,12158.42511730381,69500.0,AVOID,60,60,0,0.0
1,80,OSM Parking way-24636762,Sector 29 Gurugram,34.24145384534328,32.12991045953274,56.366228892539795,55.80897618800208,43.26246172738104,41.33081709478523,41.620563789674605,16427.00016732295,81500.0,AVOID,61,61,0,0.0
1,30,Salcon Rasvilas Parking,Saket,23.67819169957536,40.679256475484195,43.58566722930849,53.91506114011808,62.919702520605206,37.52750692253841,41.33633626224842,24300.62435580259,78000.0,DEVELOP,62,62,0,0.0
1,32,MGF Metropolitan Parking,Saket,42.34861714318533,33.80421877484818,37.56342689087085,57.66894390490051,37.10377643504532,41.69470053650982,41.00606192129015,19668.233922221803,124500.0,AVOID,63,63,0,0.0
1,38,OSM Parking way-1376710968,Rajouri Garden,27.63066499858505,27.378041491421737,61.519444229572464,47.559071163291485,62.91393001345895,37.0535143310124,40.93257668337938,13314.538828237944,41000.0,DEVELOP,64,64,0,0.0
1,67,OSM Parking way-692610367,DLF Cyber City,24.21811184775808,49.826256715156674,31.65232008411129,26.89925014852233,82.3301874087658,33.534980315307806,40.8542613793265,43629.20781173503,88500.0,DEVELOP,65,65,0,0.0
1,105,OSM Parking way-1193997714,Botanical Garden Noida,26.439007956666774,28.985492750874144,61.25860607689176,37.1573436292285,68.31315236263535,35.22408003604306,40.187440885031904,16442.985012948022,92500.0,DEVELOP,66,66,0,0.0
1,100,OSM Parking way-71596234,Noida Sector 18,33.53673843601762,18.72712304675006,84.62147265290734,59.82142169674553,24.397549942464003,42.83439581757733,40.06886893631033,8554.52162891349,102500.0,AVOID,67,67,0,0.0
1,74,OSM Parking way-24501706,Sector 29 Gurugram,9.05183917805066,36.57342944107793,44.25233389597516,63.337322275495,76.18584118438761,32.938067693417885,39.42523371706335,24346.573655995493,185000.0,DEVELOP,68,68,0,0.0
1,28,OSM Parking way-633000303,Saket,21.83876080985671,44.196458932607214,51.91594690487843,30.49717729493028,59.52161218705908,35.250248948329556,38.890953434138986,30966.569649795463,90000.0,DEVELOP,69,69,0,0.0
1,37,OSM Parking node-1374470937,Rajouri Garden,30.172422403772455,27.62593645740602,51.6264812666095,49.98551033716466,50.82231278437623,36.70589361888161,38.8233564937058,14331.92336498405,111000.0,AVOID,70,70,0,0.0
1,59,OSM Parking node-449455817,Vasant Kunj,11.71356603935138,25.46773964261345,95.5,49.76074692355947,45.860714300236246,37.258960895285526,38.54922390602813,13085.621481854008,90500.0,AVOID,71,71,0,0.0
1,95,"Final vehicle parking area ""B""",Udyog Vihar,16.85816663470208,43.935765579896746,45.04619035068226,60.24902034965482,42.58015658736323,37.453732929923966,38.22269647853985,35896.8737417902,142000.0,AVOID,72,72,0,0.0
1,93,OSM Parking way-120114009,Udyog Vihar,12.251399701886328,29.51380390140998,54.40886814765789,41.90853470406294,81.76039888912834,30.001742721972377,37.76554114704577,15234.741137798464,88000.0,AVOID,73,73,0,0.0
1,63,OSM Parking way-1106809494,DLF Cyber City,23.599507669134184,44.61482385624745,31.875234265283055,41.344277552879475,56.5958354511188,34.37233533826647,37.70586035519432,32924.77840177144,63500.0,AVOID,74,74,0,0.0
1,87,OSM Parking way-152002367,Udyog Vihar,17.80288719632449,44.62607568169932,45.31558657396468,30.741511567400245,60.6528263795424,32.8305291770905,37.00387375745828,37595.81035091011,225500.0,AVOID,75,75,0,0.0
1,27,Religare Parking,Saket,21.887290372596624,34.200311201333115,26.21006781994849,49.178596240159024,69.68631822488238,31.087722966033404,36.87751225486075,20551.986463561643,68500.0,AVOID,76,76,0,0.0
1,65,OSM Parking way-692610360,DLF Cyber City,22.750122265420863,40.15719431866945,29.193766115374338,31.96400436634139,71.3309315138676,30.632942154765857,36.737640558631114,27383.21652463877,89000.0,AVOID,77,77,0,0.0
1,61,IIMC parking,Vasant Kunj,10.588518801482122,23.966028400391075,55.39796092464794,59.7654038664388,64.45335388093505,31.10890289318284,36.11057054134567,11706.763126680433,82000.0,AVOID,78,78,0,0.0
1,66,OSM Parking way-1418601779,DLF Cyber City,23.875226421292343,26.416177312361047,42.856190350682255,45.927542035036105,59.78494602188401,31.863731896865552,36.05191401561832,13139.475367656223,86000.0,AVOID,79,79,0,0.0
1,35,OSM Parking node-850627124,Dwarka Sector 21,22.007786541890344,14.820563506361198,95.5,33.828092816990605,39.08499103414344,34.94904795494823,35.56943941682751,6123.237523100019,53500.0,AVOID,80,80,0,0.0
1,108,OSM Parking way-402582932,Botanical Garden Noida,25.278178550031093,17.70280689349491,67.98622512451081,53.796981884824575,34.607531522813126,35.619572164451014,35.46776606820533,8312.375483448302,70500.0,AVOID,81,81,0,0.0
1,82,OSM Parking way-1443588429,Golf Course Road,25.30700322170148,0.428958634056955,90.30764593414185,56.61990020209141,35.41625991631867,34.98643828877608,35.05091153290747,3219.0434059771064,50500.0,AVOID,82,82,0,0.0
1,107,car parking,Botanical Garden Noida,17.00181508727649,22.272940737020456,64.32322146150715,48.89962309877447,48.21477170611508,32.532007522918,34.88442215039756,9715.802349052354,49500.0,AVOID,83,83,0,0.0
1,112,OSM Parking node-571595195,Indirapuram,15.657275079193091,33.171774649935074,26.474162319083533,58.53133289582301,59.56939979587936,30.283471139385505,34.676360437859586,17991.857628925503,108500.0,AVOID,84,84,0,0.0
1,54,OSM Parking way-1297324904,Lajpat Nagar,20.1614937583494,15.491353789214893,55.3064812666095,70.50607434098588,39.17130885241102,33.87431754817394,34.668866243809504,6867.739932799399,103000.0,AVOID,85,85,0,0.0
1,39,OSM Parking way-1272464500,Rajouri Garden,25.482981171698967,18.62817242330722,56.883724513852336,43.76093983774523,47.957379855489094,32.23369071773662,34.59224408839949,7820.151838108464,77000.0,AVOID,86,86,0,0.0
1,73,OSM Parking way-475681096,Sector 29 Gurugram,18.851693330550553,23.155209250973897,35.85279197023593,56.27949781847038,61.1792732166891,29.722533859075988,34.44104476271795,10999.390671690748,45000.0,AVOID,87,87,0,0.0
1,116,OSM Parking way-153527302,Faridabad Sector 15,12.937429050286596,8.028513229315182,80.01823825254705,52.80175804401343,57.42638015231791,30.36630172576335,34.42531348974653,4768.92682664665,80000.0,AVOID,88,88,0,0.0
1,77,Metro Car Parking,Sector 29 Gurugram,22.127558290806483,24.778395328058384,43.62900056264183,56.417886533314,43.4671768327146,32.75282280429402,34.359975908557104,11969.848199662223,99500.0,AVOID,89,89,0,0.0
1,97,Multi Level Car Parking (MLCP) Noida,Noida Sector 18,36.68862829547686,9.588285650853733,68.15763064935987,39.88008892471354,29.719237556570285,34.834491573491185,34.06720347095305,5067.696440529932,87500.0,AVOID,90,90,0,0.0
1,106,parking zone,Botanical Garden Noida,21.380852214304184,33.41436565939003,56.23067686586691,31.440753468880352,37.68002728385373,32.8453666227657,33.57056572192891,19191.00828703697,73000.0,AVOID,91,91,0,0.0
1,60,OSM Parking way-962692147,Vasant Kunj,24.529582123238217,16.84169432179732,54.52605616274318,55.460505131732546,36.47230221239118,33.02033224893194,33.53812774345083,7754.932784408335,83500.0,AVOID,92,92,0,0.0
1,109,OSM Parking way-1258173789,Botanical Garden Noida,27.593005354546374,1.326086273786584,78.12996618862427,53.7518820032186,33.62726535275868,33.40200047480822,33.43579020650079,2384.5594943801843,46500.0,AVOID,93,93,0,0.0
1,110,OSM Parking way-554394266,Indirapuram,6.49567113669864,23.975184278004747,50.62479275400193,57.75976258414104,57.538163849503725,28.470800836743795,32.83090528865778,11462.663699696002,63500.0,AVOID,94,94,0,0.0
1,25,OSM Parking way-150520028,Saket,21.59447768327202,32.75487937347806,29.282795620549603,34.1693362147754,54.97040311792236,28.452803439588088,32.43044339133823,18168.611788102833,99000.0,AVOID,95,95,0,0.0
1,96,OSM Parking way-120113983,Udyog Vihar,7.111111360970765,20.2608945747626,40.87615485796877,55.48836276982711,71.78681218055324,25.474393760177954,32.42125652323425,9964.263705304558,118500.0,AVOID,96,96,0,0.0
1,119,OSM Parking node-1574481003,Faridabad Sector 15,12.346909029777004,1.774125489614497,72.89823825254705,52.91320708903416,58.7833836858006,27.08155397949871,31.83682843544399,3478.4096292317504,54500.0,AVOID,97,97,0,0.0
1,24,OSM Parking way-239641076,Saket,17.04509325929383,26.49649925161716,49.67541051328921,18.281073889122712,65.71108167671683,25.8013240600638,31.78778770256175,12551.207827960216,94500.0,AVOID,98,98,0,0.0
1,69,OSM Parking way-1093273543,DLF Cyber City,16.794398900990622,30.35713348362711,35.24743614904437,31.813483028316917,60.13383665469864,26.69028343271548,31.70681641601295,14057.793026630136,87000.0,AVOID,99,99,0,0.0
1,111,OSM Parking node-571595174,Indirapuram,23.31553333816699,13.95923032501005,27.474162319083533,56.988192272459074,56.74770160978803,27.23978914286353,31.665976012902203,6864.531424469882,96000.0,AVOID,100,100,0,0.0
1,94,OSM Parking way-151993565,Udyog Vihar,7.244084615644571,18.936051710505858,53.413227387719296,53.56466848246816,54.8239961696885,27.004614932762298,31.177522118301223,8755.919414231563,85000.0,AVOID,101,101,0,0.0
1,98,GIP & WOW parking lot,Noida Sector 18,14.731177972754272,31.031056320745353,65.27181975194758,28.95022746916594,29.68007140156059,30.95344065315253,30.76243526541374,16561.98393113154,70000.0,AVOID,102,102,0,0.0
1,81,OSM Parking way-1305530431,Sector 29 Gurugram,18.62379888369688,10.58534567486597,37.605667229308494,54.72954421222184,57.269443303664005,25.980891529476597,30.674174295604708,5509.031546931883,88000.0,AVOID,103,103,0,0.0
1,79,OSM Parking node-728709435,Sector 29 Gurugram,18.09508815759409,1.0708934639795629,76.46400667031757,54.1527946456101,35.19049436228566,29.751494130190903,30.567344165005117,2078.1745156899983,69000.0,AVOID,104,104,0,0.0
1,70,DLF Downtown Multi Level Car Parking (MLCP),DLF Cyber City,17.848266175062925,0.0034204169960744,59.290650999700034,56.13756899167925,47.42637019025507,26.6700799476174,29.78352348401305,2519.083633831317,70000.0,AVOID,105,105,0,0.0
1,78,OSM Parking node-297255245,Sector 29 Gurugram,25.8152880345841,11.683483786508384,45.66837347625217,54.259022581753534,25.565407854984898,30.18184325376845,29.489377943950913,5624.043804979545,97000.0,AVOID,106,106,0,0.0
1,71,OSM Parking way-1093273545,DLF Cyber City,8.68197645150202,34.52727122481465,28.747778979852185,43.60119649587587,45.7325306079298,25.98677301530997,28.948636654202943,21798.884411222112,127000.0,AVOID,107,107,0,0.0
1,103,OSM Parking way-1327222658,Noida Sector 62,9.190454510067312,6.279063814512093,95.5,33.83163204125022,33.69710856208805,27.91370248568912,28.781213397148957,4456.552102270596,71500.0,AVOID,108,108,0,0.0
1,114,OSM Parking way-554394259,Indirapuram,13.34487764797246,8.998322466201481,50.73859135956651,58.60147565143046,40.636382876637136,26.6518281912843,28.749511394087225,5317.757222173016,103000.0,AVOID,109,109,0,0.0
1,57,OSM Parking way-982896113,Vasant Kunj,16.274543962717903,22.02249980105208,51.68859135956651,40.24799219602926,29.012784986154767,28.44526549696207,28.53039342034097,9808.484097777444,88500.0,AVOID,110,110,0,0.0
1,62,OSM Parking way-251320382,DLF Cyber City,17.423016147345816,20.71165317829262,29.522293088812468,38.3473429827754,50.29345085856717,24.21795711707657,28.12928117830015,9282.244448045029,51000.0,AVOID,111,111,0,0.0
1,88,OSM Parking way-226082166,Udyog Vihar,15.568522271940893,33.67975380956634,32.815626422145804,15.182178524290087,49.89443242671785,23.87078338345793,27.774330739946915,20457.48614281103,134500.0,AVOID,112,112,0,0.0
1,64,OSM Parking way-151988184,DLF Cyber City,21.07447805618154,20.22966692415536,28.014542306333514,31.739883367615302,46.04969829181118,23.932851763512502,27.250378742757302,9469.776803867142,67000.0,AVOID,113,113,0,0.0
1,115,OSM Parking way-608015611,Indirapuram,6.017744974061693,0.0,27.096622080194276,50.67573100939569,80.30625841184387,15.848442889008238,25.517115217433584,2898.6653618089704,39000.0,AVOID,114,114,0,0.0
1,58,OSM Parking way-982729144,Vasant Kunj,4.447429757450675,0.0,67.52192469289984,39.06899336618765,47.60197411490121,20.37984310129215,24.463162753333503,471.35343665528234,48000.0,AVOID,115,115,0,0.0
1,92,OSM Parking way-120114001,Udyog Vihar,11.539990697102194,5.3376771660013045,56.07553481432455,39.45282016925374,34.96107049480956,22.500787939020856,24.369830322389163,4211.0796331018955,49500.0,AVOID,116,116,0,0.0
1,113,OSM Parking way-1327221069,Indirapuram,17.66821784508599,5.2530576492875705,30.429955413527612,52.12118602853661,32.34135658898968,22.348707037832146,23.847604470505775,4259.964936101332,93500.0,AVOID,117,117,0,0.0
1,76,OSM Parking way-1451095896,Sector 29 Gurugram,17.08232284653186,0.0,41.734299402178095,54.3420558106597,16.63435447865882,22.98370604221791,22.03130330768405,1661.6861188665791,49500.0,AVOID,118,118,0,0.0
1,91,OSM Parking way-1093273473,Udyog Vihar,9.341563715276743,0.0917908003155096,33.11898675077796,20.368847816507095,66.3,12.76304941147607,20.793591999754657,3215.416856363436,40000.0,AVOID,119,119,0,0.0
1,89,OSM Parking way-226082173,Udyog Vihar,16.88892719013028,13.872468976324736,22.310501902293108,12.485738784136878,42.29969768188897,16.181448828335018,20.09918615636811,6700.633833969501,49500.0,AVOID,120,120,0,0.0
4,18,OSM Parking node-786590777,Nehru Place,82.29754785020172,90.83580857369098,34.07190525391261,74.58768499336001,64.27205438066466,74.93782945361666,73.33796319267387,195870.05326589325,158125.0,ACQUIRE_NOW,1,2,1,-3.060564162850312
4,52,MCD Parking,Lajpat Nagar,73.94236414478726,71.76132974933114,56.62981459994283,82.66676549587018,73.4896091618449,71.78532787663637,72.04097006941765,112306.97832080167,102500.0,ACQUIRE_NOW,2,1,-1,-6.257602807713596
4,6,OSM Parking node-928558934,Connaught Place,74.23410544758148,100.0,17.59272727272732,61.80513866298516,76.75977562994801,69.62342532309566,70.69387786912351,271399.34837550117,93125.0,ACQUIRE_NOW,3,5,2,-3.00082169244628
4,1,OSM Parking node-928559154,Connaught Place,78.63754281588682,87.17895599612645,28.01778309409893,62.87070786512365,69.76044451130998,69.434441750213,69.48334216437755,146334.36265377578,114375.0,ACQUIRE_NOW,4,3,-1,-6.101993202114002
