parking_id,day_type,hour_of_day,avg_occupancy_rate,avg_entries
93,Weekday,0,0.0,0.0
94,Weekday,0,0.0,0.0
95,Weekday,0,0.0,0.0
96,Weekday,0,0.0,0.0
97,Weekday,0,0.0,0.0
98,Weekday,0,0.0315,3.75
99,Weekday,0,0.0419,9.98
100,Weekday,0,0.0702,4.24
101,Weekday,0,0.0,0.0
102,Weekday,0,0.0,0.0
103,Weekday,0,0.0,0.0
104,Weekday,0,0.0,0.0
105,Weekday,0,0.0,0.0
106,Weekday,0,0.0345,6.58
107,Weekday,0,0.0471,2.38
108,Weekday,0,0.0,0.0
109,Weekday,0,0.0481,1.15
110,Weekday,0,0.0861,4.2
111,Weekday,0,0.0,0.0
112,Weekday,0,0.0717,6.1
113,Weekday,0,0.0,0.0
114,Weekday,0,0.0,0.0
115,Weekday,0,0.0,0.0
116,Weekday,0,0.0,0.0
117,Weekday,0,0.0561,4.02
118,Weekday,0,0.0471,22.94
119,Weekday,0,0.0,0.0
120,Weekday,0,0.0,0.0
1,Weekday,1,0.0,0.0
2,Weekday,1,0.0,0.0
3,Weekday,1,0.0,0.0
4,Weekday,1,0.0695,6.07
5,Weekday,1,0.0,0.0
6,Weekday,1,0.079,20.4
7,Weekday,1,0.0,0.0
8,Weekday,1,0.0,0.0
9,Weekday,1,0.0,0.0
10,Weekday,1,0.0,0.0
11,Weekday,1,0.0,0.0
12,Weekday,1,0.0,0.0
13,Weekday,1,0.0686,27.31
14,Weekday,1,0.0,0.0
15,Weekday,1,0.1053,23.83
16,Weekday,1,0.0653,13.62
17,Weekday,1,0.0,0.0
18,Weekday,1,0.1272,27.15
19,Weekday,1,0.0421,11.09
20,Weekday,1,0.0,0.0
21,Weekday,1,0.0,0.0
22,Weekday,1,0.0794,22.48
23,Weekday,1,0.0,0.0
24,Weekday,1,0.0,0.0
25,Weekday,1,0.0,0.0
26,Weekday,1,0.0,0.0
27,Weekday,1,0.0,0.0
28,Weekday,1,0.0,0.0
29,Weekday,1,0.0812,7.84
30,Weekday,1,0.0,0.0
31,Weekday,1,0.0,0.0
32,Weekday,1,0.0,0.0
33,Weekday,1,0.0507,11.61
34,Weekday,1,0.0664,10.21
35,Weekday,1,0.0426,1.5
36,Weekday,1,0.0,0.0
37,Weekday,1,0.0,0.0
38,Weekday,1,0.0,0.0
39,Weekday,1,0.0471,2.08
40,Weekday,1,0.0,0.0
41,Weekday,1,0.0,0.0
42,Weekday,1,0.0,0.0
43,Weekday,1,0.0,0.0
44,Weekday,1,0.0794,4.71
45,Weekday,1,0.0293,30.3
46,Weekday,1,0.0,0.0
47,Weekday,1,0.0,0.0
48,Weekday,1,0.0807,2.42
49,Weekday,1,0.0,0.0
50,Weekday,1,0.0402,2.78
51,Weekday,1,0.0,0.0
52,Weekday,1,0.0,0.0
53,Weekday,1,0.0,0.0
54,Weekday,1,0.0299,2.07
55,Weekday,1,0.0,0.0
56,Weekday,1,0.0,0.0
57,Weekday,1,0.097,3.82
58,Weekday,1,0.0,0.0
59,Weekday,1,0.0,0.0
60,Weekday,1,0.0,0.0
61,Weekday,1,0.0743,6.27
62,Weekday,1,0.0,0.0
63,Weekday,1,0.0,0.0
64,Weekday,1,0.0,0.0
65,Weekday,1,0.0,0.0
66,Weekday,1,0.0,0.0
67,Weekday,1,0.0,0.0
68,Weekday,1,0.0507,12.4
69,Weekday,1,0.0,0.0
70,Weekday,1,0.0,0.0
71,Weekday,1,0.0,6.32
72,Weekday,1,0.0689,14.58
73,Weekday,1,0.0,0.0
74,Weekday,1,0.0,0.0
75,Weekday,1,0.0,0.0
76,Weekday,1,0.0,0.0
77,Weekday,1,0.064,5.3
78,Weekday,1,0.0574,2.55
79,Weekday,1,0.0543,1.03
80,Weekday,1,0.1175,6.27
81,Weekday,1,0.0,0.0
82,Weekday,1,0.0,0.0
83,Weekday,1,0.0,0.0
84,Weekday,1,0.0,0.0
85,Weekday,1,0.0,0.0
86,Weekday,1,0.0,0.0
87,Weekday,1,0.0,0.0
88,Weekday,1,0.0,0.0
89,Weekday,1,0.0,0.0
90,Weekday,1,0.0,0.0
91,Weekday,1,0.0,0.0
92,Weekday,1,0.0384,2.01
93,Weekday,1,0.0,0.0
94,Weekday,1,0.0,0.0
95,Weekday,1,0.0,0.0
96,Weekday,1,0.0,0.0
97,Weekday,1,0.0,0.0
98,Weekday,1,0.04,3.76
99,Weekday,1,0.0546,10.01
100,Weekday,1,0.0437,4.25
101,Weekday,1,0.0,0.0
102,Weekday,1,0.0,0.0
103,Weekday,1,0.0,0.0
104,Weekday,1,0.0,0.0
105,Weekday,1,0.0,0.0
106,Weekday,1,0.0286,6.71
107,Weekday,1,0.0319,2.43
108,Weekday,1,0.0,0.0
109,Weekday,1,0.0299,1.18
110,Weekday,1,0.0809,4.24
111,Weekday,1,0.0,0.0
112,Weekday,1,0.0893,6.15
113,Weekday,1,0.0,0.0
114,Weekday,1,0.0,0.0
115,Weekday,1,0.0,0.0
116,Weekday,1,0.0,0.0
117,Weekday,1,0.0903,4.15
118,Weekday,1,0.0854,23.69
119,Weekday,1,0.0,0.0
120,Weekday,1,0.0,0.0
1,Weekday,2,0.0,0.0
2,Weekday,2,0.0,0.0
3,Weekday,2,0.0,0.0
4,Weekday,2,0.0473,6.36
5,Weekday,2,0.0,0.0
6,Weekday,2,0.0953,21.38
7,Weekday,2,0.0,0.0
8,Weekday,2,0.0,0.0
9,Weekday,2,0.0,0.0
10,Weekday,2,0.0,0.0
11,Weekday,2,0.0,0.0
12,Weekday,2,0.0,0.0
13,Weekday,2,0.0963,28.63
14,Weekday,2,0.0,0.0
15,Weekday,2,0.1287,24.98
16,Weekday,2,0.0943,14.28
17,Weekday,2,0.0,0.0
18,Weekday,2,0.1279,28.46
19,Weekday,2,0.0726,11.63
20,Weekday,2,0.0,0.0
21,Weekday,2,0.0,0.0
22,Weekday,2,0.0839,23.56
23,Weekday,2,0.0,0.0
24,Weekday,2,0.0,0.0
25,Weekday,2,0.0,0.0
26,Weekday,2,0.0,0.0
27,Weekday,2,0.0,0.0
28,Weekday,2,0.0,0.0
29,Weekday,2,0.0958,8.25
30,Weekday,2,0.0,0.0
31,Weekday,2,0.0,0.0
32,Weekday,2,0.0,0.0
33,Weekday,2,0.0359,12.31
34,Weekday,2,0.0384,10.83
35,Weekday,2,0.0525,1.59
36,Weekday,2,0.0,0.0
37,Weekday,2,0.0,0.0
38,Weekday,2,0.0,0.0
39,Weekday,2,0.0295,2.1
40,Weekday,2,0.0,0.0
41,Weekday,2,0.0,0.0
42,Weekday,2,0.0,0.0
43,Weekday,2,0.0,0.0
44,Weekday,2,0.0632,4.74
45,Weekday,2,0.0327,30.52
46,Weekday,2,0.0,0.0
47,Weekday,2,0.0,0.0
48,Weekday,2,0.0623,2.44
49,Weekday,2,0.0,0.0
50,Weekday,2,0.0602,2.8
51,Weekday,2,0.0,0.0
52,Weekday,2,0.0,0.0
53,Weekday,2,0.0,0.0
54,Weekday,2,0.0269,2.08
55,Weekday,2,0.0,0.0
56,Weekday,2,0.0,0.0
57,Weekday,2,0.0994,3.95
58,Weekday,2,0.0,0.0
59,Weekday,2,0.0,0.0
60,Weekday,2,0.0,0.0
61,Weekday,2,0.0856,6.47
62,Weekday,2,0.0,0.0
63,Weekday,2,0.0,0.0
64,Weekday,2,0.0,0.0
65,Weekday,2,0.0,0.0
66,Weekday,2,0.0,0.0
67,Weekday,2,0.0,0.0
68,Weekday,2,0.0202,13.0
69,Weekday,2,0.0,0.0
70,Weekday,2,0.0,0.0
71,Weekday,2,0.0267,6.62
72,Weekday,2,0.0783,15.34
73,Weekday,2,0.0,0.0
74,Weekday,2,0.0,0.0
75,Weekday,2,0.0,0.0
76,Weekday,2,0.0,0.0
77,Weekday,2,0.0675,5.57
78,Weekday,2,0.0895,2.69
79,Weekday,2,0.0566,1.08
80,Weekday,2,0.074,6.6
81,Weekday,2,0.0,0.0
82,Weekday,2,0.0,0.0
83,Weekday,2,0.0,0.0
84,Weekday,2,0.0,0.0
85,Weekday,2,0.0,0.0
86,Weekday,2,0.0,0.0
87,Weekday,2,0.0,0.0
88,Weekday,2,0.0,0.0
89,Weekday,2,0.0,0.0
90,Weekday,2,0.0,0.0
91,Weekday,2,0.0,0.0
92,Weekday,2,0.0529,2.11
93,Weekday,2,0.0,0.0
94,Weekday,2,0.0,0.0
95,Weekday,2,0.0,0.0
96,Weekday,2,0.0,0.0
97,Weekday,2,0.0,0.0
98,Weekday,2,0.0108,3.79
99,Weekday,2,0.0608,10.09
100,Weekday,2,0.039,4.28
101,Weekday,2,0.0,0.0
102,Weekday,2,0.0,0.0
103,Weekday,2,0.0,0.0
104,Weekday,2,0.0,0.0
105,Weekday,2,0.0,0.0
106,Weekday,2,0.03,7.12
107,Weekday,2,0.0388,2.58
108,Weekday,2,0.0,0.0
109,Weekday,2,0.0533,1.25
110,Weekday,2,0.0963,4.38
111,Weekday,2,0.0,0.0
112,Weekday,2,0.1075,6.35
113,Weekday,2,0.0,0.0
114,Weekday,2,0.0,0.0
115,Weekday,2,0.0,0.0
116,Weekday,2,0.0,0.0
117,Weekday,2,0.0727,4.37
118,Weekday,2,0.0857,24.93
119,Weekday,2,0.0,0.0
120,Weekday,2,0.0,0.0
1,Weekday,3,0.0,0.0
2,Weekday,3,0.0,0.0
3,Weekday,3,0.0,0.0
4,Weekday,3,0.0828,6.85
5,Weekday,3,0.0,0.0
6,Weekday,3,0.1485,23.01
7,Weekday,3,0.0,0.0
8,Weekday,3,0.0,0.0
9,Weekday,3,0.0,0.0
10,Weekday,3,0.0,0.0
11,Weekday,3,0.0,0.0
12,Weekday,3,0.0,0.0
13,Weekday,3,0.1042,30.81
14,Weekday,3,0.0,0.0
15,Weekday,3,0.1533,26.88
16,Weekday,3,0.1055,15.36
17,Weekday,3,0.0,0.0
18,Weekday,3,0.1493,30.63
19,Weekday,3,0.1064,12.51
20,Weekday,3,0.0,0.0
21,Weekday,3,0.0,0.0
22,Weekday,3,0.1108,25.36
23,Weekday,3,0.0,0.0
24,Weekday,3,0.0,0.0
25,Weekday,3,0.0,0.0
26,Weekday,3,0.0,0.0
27,Weekday,3,0.0,0.0
28,Weekday,3,0.0,0.0
29,Weekday,3,0.0869,8.88
30,Weekday,3,0.0,0.0
31,Weekday,3,0.0,0.0
32,Weekday,3,0.0,0.0
33,Weekday,3,0.0474,14.08
34,Weekday,3,0.072,12.38
35,Weekday,3,0.0524,1.82
36,Weekday,3,0.0,0.0
37,Weekday,3,0.0,0.0
38,Weekday,3,0.0,0.0
39,Weekday,3,0.0634,2.13
40,Weekday,3,0.0,0.0
41,Weekday,3,0.0,0.0
42,Weekday,3,0.0,0.0
43,Weekday,3,0.0,0.0
44,Weekday,3,0.0606,4.82
45,Weekday,3,0.0371,31.01
46,Weekday,3,0.0,0.0
47,Weekday,3,0.0,0.0
48,Weekday,3,0.1066,2.48
49,Weekday,3,0.0,0.0
50,Weekday,3,0.0519,2.85
51,Weekday,3,0.0,0.0
52,Weekday,3,0.0,0.0
53,Weekday,3,0.0,0.0
54,Weekday,3,0.0607,2.12
55,Weekday,3,0.0,0.0
56,Weekday,3,0.0,0.0
57,Weekday,3,0.0976,4.29
58,Weekday,3,0.0,0.0
59,Weekday,3,0.0,0.0
60,Weekday,3,0.0,0.0
61,Weekday,3,0.0698,7.03
62,Weekday,3,0.0,0.0
63,Weekday,3,0.0,0.0
64,Weekday,3,0.0,0.0
65,Weekday,3,0.0,0.0
66,Weekday,3,0.0,0.0
67,Weekday,3,0.0,0.0
68,Weekday,3,0.0369,13.99
69,Weekday,3,0.0,0.0
70,Weekday,3,0.0,0.0
71,Weekday,3,0.0481,7.13
72,Weekday,3,0.1026,16.51
73,Weekday,3,0.0,0.0
74,Weekday,3,0.0,0.0
75,Weekday,3,0.0,0.0
76,Weekday,3,0.0,0.0
77,Weekday,3,0.075,6.0
78,Weekday,3,0.0744,2.89
79,Weekday,3,0.0715,1.16
80,Weekday,3,0.138,7.1
81,Weekday,3,0.0,0.0
82,Weekday,3,0.0,0.0
83,Weekday,3,0.0,0.0
84,Weekday,3,0.0,0.0
85,Weekday,3,0.0,0.0
86,Weekday,3,0.0,0.0
87,Weekday,3,0.0,0.0
88,Weekday,3,0.0,0.0
89,Weekday,3,0.0,0.0
90,Weekday,3,0.0,0.0
91,Weekday,3,0.0,0.0
92,Weekday,3,0.0677,2.27
93,Weekday,3,0.0,0.0
94,Weekday,3,0.0,0.0
95,Weekday,3,0.0,0.0
96,Weekday,3,0.0,0.0
97,Weekday,3,0.0,0.0
98,Weekday,3,0.0128,3.85
99,Weekday,3,0.0774,10.25
100,Weekday,3,0.0358,4.35
101,Weekday,3,0.0,0.0
102,Weekday,3,0.0,0.0
103,Weekday,3,0.0,0.0
104,Weekday,3,0.0,0.0
105,Weekday,3,0.0,0.0
106,Weekday,3,0.0194,8.14
107,Weekday,3,0.0573,2.94
108,Weekday,3,0.0,0.0
109,Weekday,3,0.0481,1.43
110,Weekday,3,0.0979,4.75
111,Weekday,3,0.0,0.0
112,Weekday,3,0.1093,6.9
113,Weekday,3,0.0,0.0
114,Weekday,3,0.0,0.0
115,Weekday,3,0.0,0.0
116,Weekday,3,0.0,0.0
117,Weekday,3,0.1069,4.7
118,Weekday,3,0.0823,26.83
119,Weekday,3,0.0,0.0
120,Weekday,3,0.0,0.0
1,Weekday,4,0.0,0.0
2,Weekday,4,0.0,0.0
3,Weekday,4,0.0,0.0
4,Weekday,4,0.0872,7.59
5,Weekday,4,0.0,0.0
6,Weekday,4,0.1084,25.51
7,Weekday,4,0.0,0.0
8,Weekday,4,0.0,0.0
9,Weekday,4,0.0,0.0
10,Weekday,4,0.0,0.0
11,Weekday,4,0.0,0.0
12,Weekday,4,0.0,0.0
13,Weekday,4,0.1107,34.15
14,Weekday,4,0.0,0.0
15,Weekday,4,0.1326,29.8
16,Weekday,4,0.1015,17.03
17,Weekday,4,0.0,0.0
18,Weekday,4,0.1821,33.95
19,Weekday,4,0.1253,13.87
20,Weekday,4,0.0,0.0
21,Weekday,4,0.0,0.0
22,Weekday,4,0.1235,28.11
23,Weekday,4,0.0,0.0
24,Weekday,4,0.0,0.0
25,Weekday,4,0.0,0.0
26,Weekday,4,0.0,0.0
27,Weekday,4,0.0,0.0
28,Weekday,4,0.0,0.0
29,Weekday,4,0.1162,9.77
30,Weekday,4,0.0,0.0
31,Weekday,4,0.0,0.0
32,Weekday,4,0.0,0.0
33,Weekday,4,0.0538,17.6
34,Weekday,4,0.0822,15.48
35,Weekday,4,0.1105,2.28
36,Weekday,4,0.0,0.0
37,Weekday,4,0.0,0.0
38,Weekday,4,0.0,0.0
39,Weekday,4,0.0376,2.2
40,Weekday,4,0.0,0.0
41,Weekday,4,0.0,0.0
42,Weekday,4,0.0,0.0
43,Weekday,4,0.0,0.0
44,Weekday,4,0.0964,4.97
45,Weekday,4,0.0557,31.99
46,Weekday,4,0.0,0.0
47,Weekday,4,0.0,0.0
48,Weekday,4,0.0781,2.56
49,Weekday,4,0.0,0.0
50,Weekday,4,0.0773,2.94
51,Weekday,4,0.0,0.0
52,Weekday,4,0.0,0.0
53,Weekday,4,0.0,0.0
54,Weekday,4,0.0165,2.18
55,Weekday,4,0.0,0.0
56,Weekday,4,0.0,0.0
57,Weekday,4,0.1258,4.95
58,Weekday,4,0.0,0.0
59,Weekday,4,0.0,0.0
60,Weekday,4,0.0,0.0
61,Weekday,4,0.1251,8.11
62,Weekday,4,0.0,0.0
63,Weekday,4,0.0,0.0
64,Weekday,4,0.0,0.0
65,Weekday,4,0.0,0.0
66,Weekday,4,0.0,0.0
67,Weekday,4,0.0,0.0
68,Weekday,4,0.0842,15.51
69,Weekday,4,0.0,0.0
70,Weekday,4,0.0,0.0
71,Weekday,4,0.0018,7.9
72,Weekday,4,0.0654,18.17
73,Weekday,4,0.0,0.0
74,Weekday,4,0.0,0.0
75,Weekday,4,0.0,0.0
76,Weekday,4,0.0,0.0
77,Weekday,4,0.0688,6.6
78,Weekday,4,0.1012,3.18
79,Weekday,4,0.1015,1.28
80,Weekday,4,0.1382,7.81
81,Weekday,4,0.0,0.0
82,Weekday,4,0.0,0.0
83,Weekday,4,0.0,0.0
84,Weekday,4,0.0,0.0
85,Weekday,4,0.0,0.0
86,Weekday,4,0.0,0.0
87,Weekday,4,0.0,0.0
88,Weekday,4,0.0,0.0
89,Weekday,4,0.0,0.0
90,Weekday,4,0.0,0.0
91,Weekday,4,0.0,0.0
92,Weekday,4,0.0187,2.51
93,Weekday,4,0.0,0.0
94,Weekday,4,0.0,0.0
95,Weekday,4,0.0,0.0
96,Weekday,4,0.0,0.0
97,Weekday,4,0.0,0.0
98,Weekday,4,0.0672,3.98
99,Weekday,4,0.0583,10.57
100,Weekday,4,0.0569,4.49
101,Weekday,4,0.0,0.0
102,Weekday,4,0.0,0.0
103,Weekday,4,0.0,0.0
104,Weekday,4,0.0,0.0
105,Weekday,4,0.0,0.0
106,Weekday,4,0.0834,10.18
107,Weekday,4,0.0766,3.68
108,Weekday,4,0.0,0.0
109,Weekday,4,0.1185,1.79
110,Weekday,4,0.0607,5.48
111,Weekday,4,0.0,0.0
112,Weekday,4,0.1112,7.97
113,Weekday,4,0.0,0.0
114,Weekday,4,0.0,0.0
115,Weekday,4,0.0,0.0
116,Weekday,4,0.0,0.0
117,Weekday,4,0.1116,5.17
118,Weekday,4,0.1162,29.53
119,Weekday,4,0.0,0.0
120,Weekday,4,0.0,0.0
1,Weekday,5,0.0,0.0
2,Weekday,5,0.0,0.0
3,Weekday,5,0.0,0.0
4,Weekday,5,0.176,8.64
5,Weekday,5,0.0,0.0
6,Weekday,5,0.1644,29.05
7,Weekday,5,0.0,0.0
8,Weekday,5,0.0,0.0
9,Weekday,5,0.0,0.0
10,Weekday,5,0.0,0.0
11,Weekday,5,0.0,0.0
12,Weekday,5,0.0,0.0
13,Weekday,5,0.1462,38.9
14,Weekday,5,0.0,0.0
15,Weekday,5,0.1695,33.94
16,Weekday,5,0.1773,19.4
17,Weekday,5,0.0,0.0
18,Weekday,5,0.2131,38.67
19,Weekday,5,0.1549,15.8
20,Weekday,5,0.0,0.0
21,Weekday,5,0.0,0.0
22,Weekday,5,0.159,32.02
23,Weekday,5,0.0,0.0
24,Weekday,5,0.0,0.0
25,Weekday,5,0.0,0.0
26,Weekday,5,0.0,0.0
27,Weekday,5,0.0,0.0
28,Weekday,5,0.0,0.0
29,Weekday,5,0.1596,10.93
30,Weekday,5,0.0,0.0
31,Weekday,5,0.0,0.0
32,Weekday,5,0.0,0.0
33,Weekday,5,0.1573,23.05
34,Weekday,5,0.1495,20.28
35,Weekday,5,0.112,2.98
36,Weekday,5,0.0,0.0
37,Weekday,5,0.0,0.0
38,Weekday,5,0.0,0.0
39,Weekday,5,0.0602,2.32
40,Weekday,5,0.0,0.0
41,Weekday,5,0.0,0.0
42,Weekday,5,0.0,0.0
43,Weekday,5,0.0,0.0
44,Weekday,5,0.0843,5.25
45,Weekday,5,0.0531,33.78
46,Weekday,5,0.0,0.0
47,Weekday,5,0.0,0.0
48,Weekday,5,0.1062,2.7
49,Weekday,5,0.0,0.0
50,Weekday,5,0.0766,3.1
51,Weekday,5,0.0,0.0
52,Weekday,5,0.0,0.0
53,Weekday,5,0.0,0.0
54,Weekday,5,0.0765,2.31
55,Weekday,5,0.0,0.0
56,Weekday,5,0.0,0.0
57,Weekday,5,0.1568,5.86
58,Weekday,5,0.0,0.0
59,Weekday,5,0.0,0.0
60,Weekday,5,0.0,0.0
61,Weekday,5,0.1146,9.61
62,Weekday,5,0.0,0.0
63,Weekday,5,0.0,0.0
64,Weekday,5,0.0,0.0
65,Weekday,5,0.0,0.0
66,Weekday,5,0.0,0.0
67,Weekday,5,0.0,0.0
68,Weekday,5,0.0975,17.66
69,Weekday,5,0.0,0.0
70,Weekday,5,0.0,0.0
71,Weekday,5,0.0154,9.0
72,Weekday,5,0.1454,20.33
73,Weekday,5,0.0,0.0
74,Weekday,5,0.0,0.0
75,Weekday,5,0.0,0.0
76,Weekday,5,0.0,0.0
77,Weekday,5,0.1118,7.39
78,Weekday,5,0.1133,3.56
79,Weekday,5,0.1557,1.43
80,Weekday,5,0.1437,8.74
81,Weekday,5,0.0,0.0
82,Weekday,5,0.0,0.0
83,Weekday,5,0.0,0.0
84,Weekday,5,0.0,0.0
85,Weekday,5,0.0,0.0
86,Weekday,5,0.0,0.0
87,Weekday,5,0.0,0.0
88,Weekday,5,0.0,0.0
89,Weekday,5,0.0,0.0
90,Weekday,5,0.0,0.0
91,Weekday,5,0.0,0.0
92,Weekday,5,0.0605,2.86
93,Weekday,5,0.0,0.0
94,Weekday,5,0.0,0.0
95,Weekday,5,0.0,0.0
96,Weekday,5,0.0,0.0
97,Weekday,5,0.0,0.0
98,Weekday,5,0.0296,4.2
99,Weekday,5,0.0196,11.16
100,Weekday,5,0.0644,4.74
101,Weekday,5,0.0,0.0
102,Weekday,5,0.0,0.0
103,Weekday,5,0.0,0.0
104,Weekday,5,0.0,0.0
105,Weekday,5,0.0,0.0
106,Weekday,5,0.1066,13.33
107,Weekday,5,0.1324,4.82
108,Weekday,5,0.0,0.0
109,Weekday,5,0.1849,2.34
110,Weekday,5,0.0993,6.49
111,Weekday,5,0.0,0.0
112,Weekday,5,0.1789,9.43
113,Weekday,5,0.0,0.0
114,Weekday,5,0.0,0.0
115,Weekday,5,0.0,0.0
116,Weekday,5,0.0,0.0
117,Weekday,5,0.1304,5.79
118,Weekday,5,0.1438,33.04
119,Weekday,5,0.0,0.0
120,Weekday,5,0.0,0.0
1,Weekday,6,0.2445,38.2
2,Weekday,6,0.1276,42.75
3,Weekday,6,0.239,12.18
4,Weekday,6,0.1862,10.02
5,Weekday,6,0.2282,16.45
6,Weekday,6,0.2534,33.67
7,Weekday,6,0.2178,9.41
8,Weekday,6,0.2132,23.18
9,Weekday,6,0.1889,18.96
10,Weekday,6,0.2056,14.71
11,Weekday,6,0.113,11.54
12,Weekday,6,0.2176,18.63
13,Weekday,6,0.1895,45.08
14,Weekday,6,0.175,28.25
15,Weekday,6,0.1985,39.34
16,Weekday,6,0.2278,22.48
17,Weekday,6,0.2405,30.25
18,Weekday,6,0.2761,44.81
19,Weekday,6,0.2003,18.31
20,Weekday,6,0.1738,12.54
21,Weekday,6,0.1883,74.26
22,Weekday,6,0.2107,37.11
23,Weekday,6,0.1272,15.92
24,Weekday,6,0.1331,8.14
25,Weekday,6,0.1654,15.14
26,Weekday,6,0.1693,37.86
27,Weekday,6,0.1561,20.48
28,Weekday,6,0.1589,18.14
29,Weekday,6,0.1661,12.32
30,Weekday,6,0.1385,12.19
31,Weekday,6,0.1927,39.92
32,Weekday,6,0.2563,29.32
33,Weekday,6,0.2283,29.29
34,Weekday,6,0.2712,25.76
35,Weekday,6,0.1778,3.79
36,Weekday,6,0.0578,13.64
37,Weekday,6,0.0614,13.07
38,Weekday,6,0.0519,7.42
39,Weekday,6,0.0691,2.52
40,Weekday,6,0.0437,22.29
41,Weekday,6,0.1005,37.45
42,Weekday,6,0.0999,11.96
43,Weekday,6,0.1299,22.37
44,Weekday,6,0.0834,5.71
45,Weekday,6,0.1131,36.72
46,Weekday,6,0.115,32.63
47,Weekday,6,0.1079,7.9
48,Weekday,6,0.1064,2.94
49,Weekday,6,0.1088,12.27
50,Weekday,6,0.0981,3.37
51,Weekday,6,0.1205,9.72
52,Weekday,6,0.1348,42.41
53,Weekday,6,0.0105,6.54
54,Weekday,6,0.0615,2.51
55,Weekday,6,0.1098,29.29
56,Weekday,6,0.0456,12.91
57,Weekday,6,0.186,6.61
58,Weekday,6,0.1501,2.9
59,Weekday,6,0.1671,18.71
60,Weekday,6,0.2765,13.12
61,Weekday,6,0.2135,10.83
62,Weekday,6,0.066,5.14
63,Weekday,6,0.0878,18.25
64,Weekday,6,0.0733,9.69
65,Weekday,6,0.0923,20.0
66,Weekday,6,0.0934,12.04
67,Weekday,6,0.1147,23.2
68,Weekday,6,0.1457,20.47
69,Weekday,6,0.1265,5.62
70,Weekday,6,0.0977,3.77
71,Weekday,6,0.0504,10.43
72,Weekday,6,0.1461,22.91
73,Weekday,6,0.1,11.95
74,Weekday,6,0.1115,21.68
75,Weekday,6,0.0886,31.55
76,Weekday,6,0.1265,5.49
77,Weekday,6,0.1229,8.32
78,Weekday,6,0.1434,4.01
79,Weekday,6,0.1515,1.61
80,Weekday,6,0.1933,9.85
81,Weekday,6,0.1514,6.82
82,Weekday,6,0.1625,5.58
